File	Name	Slot	Script
meronia	Meronia	Slot 608	agrandbr
mgappr01	Larz	Slot 592	agrandsr
mgappr02	Morul	Slot 592	agrandbr
mgappr03	Nara	Slot 592	agrandrb
mgass01	Sergeant Natula	Slot 608	agrandrb
mgass02	Tyrian	Slot 600	agrandnc
mgass03	Vilhelm	Slot 600	agrandbr
mgbill01	William "Bill" Williamson	Slot 600	agrandrb
mgketg01	Man-at-Arms	Slot 600	agrandrb
mgketg02	Archer	Slot 600	agrandbr
mgkhol01	Khollynnus Paac	Slot 600	agrandbr
mgteos01	Teos	Slot 600	agrandbr
mimic01	Killer Mimic	Slot 592	agrandnc
mindal01	Alhoon	Slot 592	agrandbr
mindfl01	Mind Flayer	Slot 592	agrandrb
mindul01	Ulitharid	Slot 592	agrandcl
mindva01	Vampiric Illithid	Slot 592	agrandbr
mindvam	Vampiric Illithid	Slot 592	agrandbr
mintskel	Minto	Slot 592	agrandbr
minttrog	Troglodyte	Slot 592	agrandbr
mook	Mook	Slot 592	agrandbr
mook02	Mook	Slot 592	agrandbr
mookft01	Shadow Thief Thug	Slot 592	agrandrb
mookft02	Shadow Thief	Slot 592	agrandrb
mourner3	Arthur	Slot 600	agrandrp
mourner8	Mourner	Slot 592	agrandrb
mtbe7	Davis	Slot 600	agrandbr
mugger1	Shady Character	Slot 592	agrandbr
mugger2	Shady Character	Slot 592	agrandbr
mugger3	Shady Character	Slot 608	agrandrb
mugger4	Ogre	Slot 592	agrandrb
mumgre01	Greater Mummy	Slot 592	agrandrb
mummy	Mummy	Slot 592	agrandrb
mummy01	Mummy	Slot 592	agrandrb
mummyx1	Mummy	Slot 592	agrandrb
mvguard1	Assassin	Slot 600	agrandbr
mvpries	Priest of Cyric	Slot 600	agrandbr
nalbarg	Barg	Slot 592	agrandbr
naldirt	Officer Dirth	Slot 592	agrandbr
naliames	Messenger	Slot 592	agrandrb
nalla	Stormherald Nallabir	Slot 600	agrandrb
nameless	Nameless One	Slot 592	agrandrb
natalk9	Natalka	Slot 600	agrandbr
neb	Neb	Slot 600	agrandbr
neeber	Neeber	Slot 600	agrandbr
nevaziah	Nevaziah	Slot 592	agrandnc
nevm1	Wight	Slot 592	agrandbr
nevm2	Skeleton Warrior	Slot 592	agrandrb
nevm3	Ghast	Slot 600	agrandbr
nevm4	Vampyre	Slot 592	agrandrb
nevm5	Zombie	Slot 592	agrandrb
nighthag	Night Hag	Slot 584	agrandsr
nightwlk	Night Walker	Slot 584	agrandrb
noble1	Nobleman	Slot 600	agrandrb
noble2	Nobleman	Slot 600	agrandbr
noblem1	Nobleman	Slot 600	agrandrb
noblem2	Nobleman	Slot 608	agrandrb
ntamelka	Amelka	Slot 592	agrandbr
ntarchan	Archandra	Slot 584	agrandrb
ntaschma	Brother Aschmaan	Slot 592	agrandrb
ntashiru	Ashirukuru	Slot 592	agrandrb
ntassaia	Assaia	Slot 584	agrandbr
ntbalen	Balen	Slot 600	agrandrb
ntblhcu1	Black Hand Cultist	Slot 584	agrandrb
ntblhcul	Black Hand Cultist	Slot 584	agrandbr
ntbpwatc	Catacomb Warder	Slot 592	agrandbr
ntbrent1	Brentaw	Slot 592	agrandrb
ntbrenta	Brentaw	Slot 592	agrandrb
ntbrigan	Brigand	Slot 600	agrandrb
ntcholga	Cholga	Slot 592	agrandcl
ntdeath1	Demonknight	Slot 592	agrandrb
ntdeathk	Demonknight	Slot 592	agrandbr
ntdemon	Doomsayer	Slot 592	agrandrb
ntdraagi	Brother Draagis	Slot 592	agrandrb
ntdxter	Sister A Little	Slot 592	agrandbr
nteldod	Eldod	Slot 592	agrandnc
nteldod1	Eldod	Slot 600	agrandbr
ntessila	Essila	Slot 584	agrandrb
ntforeog	Ogre Mage	Slot 592	agrandbr
ntgghot1	General Ghotal	Slot 592	agrandbr
ntgghota	General Ghotal	Slot 592	agrandrb
ntghelde	Gheldehar	Slot 592	agrandrb
ntguarp1	Guard	Slot 592	agrandrb
ntguarp2	Guard	Slot 592	agrandrb
ntguarp3	Guard	Slot 592	agrandbr
ntguarp4	Guard	Slot 592	agrandbr
ntguarpb	Guard	Slot 592	agrandbr
nthaebal	Haeball	Slot 600	agrandbr
nthasdar	Brother Hasdar	Slot 592	agrandbr
nthasten	Hasten	Slot 584	agrandbr
nthobgod	Hobgod	Slot 592	agrandbr
ntindfi1	Lesser Tanar'ri	Slot 592	agrandbr
ntindfi2	Lesser Tanar'ri	Slot 592	agrandbr
ntindfig	Lesser Tanar'ri	Slot 592	agrandrb
ntkamira	Kamira	Slot 592	agrandsh
ntkrotan	Krotan	Slot 592	agrandbr
ntlegian	Legion	Slot 592	agrandbr
ntllinde	Llindelin	Slot 592	agrandbr
ntlucret	Lucretia	Slot 584	agrandbr
ntmariel	Mariel	Slot 592	agrandbr
ntmilea	Milea	Slot 584	agrandnc
ntmonkde	Monk	Slot 584	agrandrb
ntmordor	Mardoroan	Slot 584	agrandbr
ntogreda	Daddy	Slot 592	agrandsw
ntogremu	Mommy	Slot 600	agrandrb
ntolivia	Olivia	Slot 584	agrandrb
ntorpeho	Orpeho	Slot 592	agrandbr
ntpaulia	Paulia	Slot 584	agrandrb
ntrededg	Rededge	Slot 592	agrandrb
ntreedri	Reedrig	Slot 592	agrandbr
ntroach	Lesser Tanar'ri	Slot 584	agrandrb
ntsarq	Sar'garin Ve'xelt	Slot 584	agrandbr
ntsatos	Satos	Slot 592	agrandrb
ntsatos1	Satos	Slot 592	agrandbr
ntsilua	Sil	Slot 592	agrandrb
ntsirin2	Sirine	Slot 592	agrandrb
ntsirin4	Sirine	Slot 592	agrandbr
ntsirine	Krestian's friend	Slot 592	agrandcl
ntsvlast	Svlast	Slot 592	agrandbr
nttamael	Tamael	Slot 584	agrandbr
nttytus	Tytus	Slot 592	agrandrb
ntwelt	Welt	Slot 592	agrandbr
ntwyvern	Fire Wyvern	Slot 592	agrandbr
ntyness	Yness	Slot 592	agrandrb
ntzombie	Zombie	Slot 592	agrandrb
ntzombju	Zombie	Slot 592	agrandrb
nwyvbab	Baby Wyvern	Slot 592	agrandbr
o#aegnor	Aegnor	Slot 592	agrandrb
o#arudin	Arudin	Slot 600	agrandrb
o#azag	Azag	Slot 600	agrandrb
o#bea	Beatrice	Slot 600	agrandrg
o#blinky	Blinky	Slot 592	agrandbr
o#botan	Botan	Slot 600	agrandrb
o#castor	Castor	Slot 600	agrandrb
o#clone	Guardian Clone	Slot 592	agrandrb
o#crale	Sir Alexis	Slot 592	agrandrb
o#crama	Amara	Slot 592	agrandlx
o#crchri	Chris	Slot 592	agrandrb
o#crdat	Inspector Daton	Slot 592	agrandbr
o#crenf1	Cowled Enforcer	Slot 592	agrandbr
o#crenf2	Cowled Enforcer	Slot 592	agrandnc
o#crfein	Fein	Slot 592	agrandbr
o#crgan	Gannis	Slot 600	agrandrb
o#crgoon	Assassin	Slot 592	agrandbr
o#crgu31	Amnian Guard	Slot 592	agrandbr
o#crgu32	Amnian Guard	Slot 592	agrandrb
o#crgu71	Mercenary	Slot 592	agrandrb
o#crgu72	Mercenary	Slot 592	agrandbr
o#crgu73	Mercenary	Slot 584	agrandrb
o#crgua1	Lord Melyin's Bodyguard	Slot 592	agrandbr
o#crgua2	Lord Melyin's Bodyguard	Slot 592	agrandsh
o#crkern	Kern	Slot 592	agrandbr
o#crlah1	Feenick's Bodyguard	Slot 592	agrandbr
o#crlah2	Feenick's Bodyguard	Slot 592	agrandrb
o#crlah3	Feenick's Bodyguard	Slot 592	agrandrb
o#crlah4	Feenick's Bodyguard	Slot 584	agrandrb
o#crmel	Lord Melyin	Slot 592	agrandbr
o#crnev	Nevier Costa	Slot 592	agrandrb
o#crqyr	Qyr	Slot 600	agrandrb
o#crstee	Oulav Steros	Slot 600	agrandbr
o#crstg1	Thug	Slot 592	agrandbr
o#crstg2	Thug	Slot 592	agrandbr
o#crtea	Tea	Slot 592	agrandrb
o#drowf	Hunrae	Slot 600	agrandbr
o#drowm	Xynolin	Slot 592	agrandea
o#dur	Dur	Slot 600	agrandrb
o#durn	Durnkrag	Slot 600	agrandrb
o#eligor	Eligor	Slot 600	agrandrb
o#ezara	Ezara	Slot 592	agrandrb
o#ganel	Ganelon	Slot 608	agrandbr
o#gewen	Captain Gewen	Slot 592	agrandbr
o#grudin	Grudin	Slot 592	agrandrb
o#hiel	Hiel	Slot 592	agrandrb
o#khagg	Khaggoth	Slot 600	agrandbr
o#lepus	Lepus	Slot 592	agrandbr
o#lynn	Lynn	Slot 592	agrandrb
o#mac	Mac	Slot 592	agrandrp
o#merc	Mercenary	Slot 600	agrandbr
o#merc1	Mercenary	Slot 600	agrandrb
o#merc2	Mercenary	Slot 600	agrandrb
o#mercd	Drow	Slot 592	agrandrb
o#nailyn	Nailyn	Slot 592	agrandbr
o#naiz	Naiz	Slot 592	agrandrb
o#quagis	Quagis	Slot 592	agrandrb
o#rand	Captain Randall	Slot 592	agrandbr
o#remus	Remus	Slot 600	agrandrb
o#rhin	Rhin	Slot 592	agrandrb
o#ricar	Ricar	Slot 592	agrandbr
o#rotan	Rotan	Slot 592	agrandbr
o#ruavel	Ruavel	Slot 592	agrandsr
o#selia	Selia	Slot 592	agrandrb
o#siene	Siene	Slot 592	agrandrb
o#smug	Fren	Slot 608	agrandsh
o#spir1	Elven Warrior	Slot 592	agrandbr
o#spir2	Elven Warrior	Slot 592	agrandrb
o#spir3	Elven Mage	Slot 592	agrandbr
o#srax	Sraxsuth	Slot 584	agrandrp
o#teagan	Teagan	Slot 592	agrandbr
o#thug	Smuggler	Slot 592	agrandbr
o#vel	Vel	Slot 608	agrandbr
o#verell	Verella	Slot 592	agrandbr
obe	Obe	Slot 592	agrandrb
obsdem01	Lea'liyl	Slot 600	agrandrb
obsdem02	Mane	Slot 608	agrandbr
obsdem03	Elder Orb	Slot 600	agrandsr
obsdem04	Maurezhi	Slot 592	agrandrb
obsdem05	Nabassu	Slot 592	agrandrb
obsfir01	Noble Efreeti	Slot 592	agrandbr
obsfir02	Fire Mephit	Slot 592	agrandrb
obsfir03	Magma Mephit	Slot 592	agrandbr
obsfir04	Smoke Mephit	Slot 592	agrandrb
obshal01	Entu	Slot 600	agrandrb
obshal02	Togan	Slot 592	agrandbr
obshal03	Necre	Slot 608	agrandrb
obshal04	Halfling Warrior	Slot 592	agrandbr
obshal05	Kayardi	Slot 600	agrandrb
obshal06	Taibela	Slot 608	agrandbr
obshal07	Mogadish	Slot 600	agrandbr
obsice01	Snow Troll	Slot 592	agrandbr
obsice02	Ice Mephit	Slot 592	agrandrb
obsice11	Snow Troll	Slot 592	agrandlx
obssah01	Sahuagin Baron	Slot 592	agrandbr
obssah02	Sahuagin Priestess	Slot 592	agrandrb
obssah03	Sahuagin Baronial Guard	Slot 592	agrandrb
obssah04	Sahuagin	Slot 592	agrandrb
obssah05	Sahuagin	Slot 592	agrandbr
obssol01	Reyna	Slot 608	agrandrb
obssol02	Onvo	Slot 600	agrandbr
obssol03	Ancan	Slot 600	agrandbr
ogre01	Ogre	Slot 592	agrandbr
ogredd1	Ogre	Slot 592	agrandbr
ogregr_a	Ogrillon	Slot 592	agrandrb
ogregr1	Ogrillon	Slot 592	agrandrb
ogregr2	Ogrillon	Slot 592	agrandbr
ogregr3	Ogrillon	Slot 592	agrandrb
ogregr4	Ogrillon	Slot 592	agrandlx
ogreha_a	Half Ogre	Slot 592	agrandrb
ogreha_c	Half Ogre	Slot 592	agrandbr
ogreha_d	Half Ogre	Slot 592	agrandcl
ogreha_e	Half Ogre	Slot 592	agrandrb
ogreha1	Half Ogre	Slot 592	agrandrb
ogreha2	Half Ogre	Slot 592	agrandrb
ogreha3	Half Ogre	Slot 592	agrandbr
ogreha4	Half Ogre	Slot 592	agrandbr
ogreha5	Half Ogre	Slot 592	agrandrb
ogrema01	Ogre Mage	Slot 592	agrandrb
ogrhal01	Half Ogre	Slot 592	agrandbr
ogrill01	Ogrillon	Slot 592	agrandrb
ogrmag01	Ogre Mage	Slot 592	agrandrb
oisig	High Watcher Oisig	Slot 600	agrandbr
orc01	Orc	Slot 592	agrandbr
orc02	Orc Archer	Slot 592	agrandrb
orc03	Orc Priest	Slot 592	agrandsw
orc04	Orc Mage	Slot 592	agrandbr
orc05	Orog	Slot 592	agrandrb
orc06	Orog	Slot 592	agrandbr
orckiv01	Orc Priest	Slot 592	agrandrb
orgoinvi	Barl	Slot 592	agrandbr
orgoth01	Orgoth	Slot 600	agrandbr
orgoth02	Orgoth	Slot 600	agrandbr
otyugh	Otyugh	Slot 592	agrandbr
otyugh01	Otyugh	Slot 592	agrandbr
overgold	Overgold Haeclar Dominit	Slot 592	agrandbr
p#imanel	Imanel Silversword	Slot 592	agrandbr
pace	Pace	Slot 608	agrandrb
pala	Pala Fentan	Slot 592	agrandbr
pala02	Pala Fentan	Slot 592	agrandbr
palern	Palern Flynn	Slot 592	agrandbr
palkni01	Ogre Mage	Slot 600	agrandbr
palkni02	Ogre	Slot 600	agrandrb
palkni03	Gnoll Elite	Slot 600	agrandbr
palkni04	Ogre	Slot 600	agrandrb
palkni05	Baby Wyvern	Slot 600	agrandrb
pardru	Sorsha	Slot 608	agrandbr
parfig16	Jalin Tix	Slot 592	agrandbr
parmonk	Mahar	Slot 600	agrandbr
parthf	Alnarow	Slot 608	agrandrp
pashtrav	Pasha Khazun	Slot 592	agrandbr
pawn	Pawn	Slot 584	agrandbr
pbhunt02	Bounty Hunter	Slot 608	agrandbr
pbhunt03	Bounty Hunter	Slot 608	agrandbr
pbhunt04	Bounty Hunter	Slot 608	agrandbr
pbhunt05	Bounty Hunter	Slot 608	agrandrb
pcapt02	Prison Captain	Slot 592	agrandsw
pcapt03	Prison Captain	Slot 592	agrandbr
pcapt04	Prison Captain	Slot 592	agrandbr
pcapt05	Prison Captain	Slot 592	agrandrb
pcapt06	Prison Captain	Slot 592	agrandrb
pdwarf01	Dwarf Thrall	Slot 592	agrandrb
pehllus	Pehllus Tanislove	Slot 600	agrandrb
pelanna	Pelanna	Slot 608	agrandbr
peleria	Peleria	Slot 592	agrandbr
pettin	Ettin	Slot 592	agrandbr
phlydi2	Phlydia	Slot 600	agrandbr
phlydia	Phlydia	Slot 592	agrandea
pirbob01	Capt'n Bob Holmes	Slot 592	agrandbr
pirdoc01	Dockhand	Slot 600	agrandbr
pirebd01	Nethlander Pirate	Slot 592	agrandrb
pirebd02	Nethlander Pirate	Slot 592	agrandbr
pirebd03	Nethlander Pirate	Slot 592	agrandnc
pirebd04	Nethlander Pirate	Slot 592	agrandrb
pirebd05	Nethlander Pirate	Slot 592	agrandbr
pirebd06	Nethlander Pirate	Slot 592	agrandbr
pirebd07	Nethlander Pirate	Slot 592	agrandbr
pirebd08	Nethlander Pirate	Slot 592	agrandrb
pirebd09	Nethlander Pirate	Slot 592	agrandrb
pirebd10	Nethlander Pirate	Slot 592	agrandrb
pirebd11	Nethlander Pirate	Slot 592	agrandrb
pirebd12	Nethlander Pirate	Slot 592	agrandbr
pirebd13	Nethlander Pirate	Slot 592	agrandrb
pirebd14	Nethlander Pirate	Slot 592	agrandrb
pirebd15	Nethlander Pirate	Slot 592	agrandrb
pirebd16	Raurivyl Ornshield	Slot 592	agrandbr
pirebd17	Bahija Fair	Slot 592	agrandcl
pirexe01	Executioner	Slot 592	agrandbr
pirfsh01	Fisherman	Slot 592	agrandbr
pirfsh02	Fishwife	Slot 592	agrandbr
pirgrd01	Guard	Slot 592	agrandnc
pirmur01	Galvena	Slot 592	agrandbr
pirmur02	Assassin	Slot 592	agrandrg
pirmur03	Front	Slot 608	agrandrb
pirmur04	Guard	Slot 608	agrandsw
pirmur05	Guard Capt	Slot 600	agrandrb
pirmur06	Guard Capt	Slot 592	agrandlx
pirmur07	Vadek	Slot 600	agrandrb
pirmur08	Guard	Slot 608	agrandbr
pirmur09	Golin	Slot 592	agrandrp
pirmur11	Guard	Slot 608	agrandbr
pirmur12	Guard	Slot 592	agrandrb
pirmur13	Guard Capt	Slot 600	agrandrb
pirn	Pirn	Slot 584	agrandrb
pirpir01	Pirate	Slot 592	agrandrb
pirpir02	Andar the Pirate	Slot 600	agrandbr
pirpir03	Olben the Pirate	Slot 600	agrandrb
pirpir04	Drunken Sailor	Slot 592	agrandbr
pirpir05	Chremy	Slot 592	agrandbr
pirpir07	Pirate Bill	Slot 592	agrandbr
pirpir08	Pirate Dan	Slot 592	agrandbr
pirpir09	Pirate Jimmy	Slot 592	agrandsw
pirpir10	Pirate Scotty	Slot 592	agrandrb
pirpir11	Pirate Paul	Slot 592	agrandbr
pirpir12	Pirate Newf	Slot 592	agrandbr
pirprv01	Privateer	Slot 592	agrandbr
pirsal02	Sailor	Slot 592	agrandrb
pirsea01	Pirate Captain	Slot 592	agrandbr
pirsea02	Pirate	Slot 584	agrandbr
pirsea03	Pirate	Slot 592	agrandrb
pkagal	Agal	Slot 592	agrandbr
pkagalb	Agal	Slot 592	agrandrp
pkchat1	Ranas	Slot 592	agrandbr
pkchat2	Sorgeir	Slot 592	agrandrg
pkchat3	Hladvar	Slot 592	agrandbr
pkdead1	Finion	Slot 592	agrandrb
pkdead1a	Finion	Slot 592	agrandrb
pkfatty1	Branthor	Slot 584	agrandbr
pkfatty2	Dindil	Slot 592	agrandbr
pkfatxy2	Dindil	Slot 592	agrandbr
pkgard1	Horkvar	Slot 592	agrandbr
pkgard2	Guard	Slot 592	agrandrb
pkghost3	Scarlet Sending	Slot 592	agrandnc
pkghost4	Shadow Spectre	Slot 592	agrandrb
pkhohom1	Kroldhir	Slot 592	agrandrb
pkhohom2	Fjord	Slot 592	agrandbr
pkhohom3	Bjodlaug	Slot 592	agrandrb
pklich1	Beghael	Slot 600	agrandbr
pkloth1	Erolas	Slot 592	agrandbr
pkloth2	Erolas	Slot 592	agrandrb
pkmarcus	Marcus	Slot 592	agrandbr
pkmess	Rane	Slot 592	agrandrb
pkmess2	Rane	Slot 592	agrandbr
pkorfa	Orfa	Slot 592	agrandbr
pkstore1	Deneron	Slot 592	agrandbr
pkstore2	Carval	Slot 592	agrandbr
pksum1	Lich	Slot 592	agrandrb
pksum2	Lich	Slot 592	agrandsw
pksum3	Lich	Slot 592	agrandbr
planet01	Planetar	Slot 592	agrandlx
planevil	Fallen Planetar	Slot 592	agrandbr
plangood	Planetar	Slot 592	agrandrb
planwish	Fallen Planetar	Slot 592	agrandsr
plass01	Assassin	Slot 592	agrandrb
plass02	Assassin	Slot 592	agrandbr
plass03	Assassin	Slot 592	agrandbr
plass04	Assassin	Slot 592	agrandbr
plfarm01	Lette	Slot 592	agrandrb
plfarm02	Lanka	Slot 600	agrandrb
plfarm03	Petr	Slot 592	agrandbr
plfarm04	Brunson	Slot 600	agrandbr
plfarm05	Pardo	Slot 592	agrandsw
plfarm06	Moreno	Slot 600	agrandrb
plgran01	Illon	Slot 592	agrandrb
plmetg01	Metrich Footman	Slot 592	agrandrb
plmetg02	Metrich Yeoman	Slot 592	agrandbr
plmetr01	Baron Metrich	Slot 592	agrandbr
plmetw01	Sorcerous Amin	Slot 600	agrandsh
plshfg01	Ettin	Slot 592	agrandbr
plshfg02	Ettin	Slot 592	agrandrb
plshhg01	Hobgoblin Slayer	Slot 592	agrandrb
plshhg02	Hobgoblin Wizard	Slot 592	agrandbr
plshom01	Ogre Mage	Slot 592	agrandbr
plybass	Lesser Basilisk	Slot 592	agrandrb
plyflind	Flind	Slot 592	agrandlx
plyogre	Ogre	Slot 592	agrandbr
plysala	Fire Salamander	Slot 592	agrandrb
plytroll	Troll	Slot 592	agrandbr
plywyvrn	Baby Wyvern	Slot 592	agrandbr
pmaster	Master of Thralls	Slot 592	agrandbr
pocre001	Sending	Slot 592	agrandbr
podese01	Ritual of Desecration	Slot 592	agrandrb
podese02	Ritual of Desecration	Slot 592	agrandrb
podese03	Ritual of Desecration	Slot 592	agrandrp
poe	Poe	Slot 600	agrandbr
poisod	Poisoned Man	Slot 592	agrandbr
polite01	Light	Slot 592	agrandbr
ponite01	Night	Slot 592	agrandrb
ponite02	Night	Slot 592	agrandbr
porain01	Thunderstorm	Slot 592	agrandrb
porain02	Thunderstorm	Slot 592	agrandrb
poraise1	Venonocanes Staff	Slot 592	agrandrb
porest4	Venonocanes Staff	Slot 592	agrandbr
posnow01	Snow Storm	Slot 592	agrandrb
posnow02	Snow Storm	Slot 592	agrandbr
ppaltk1	Kobold Shaman	Slot 600	agrandbr
ppaltk2	Kobold Shaman	Slot 600	agrandrb
ppaph2	Aphril	Slot 600	agrandrp
ppaphril	Aphril	Slot 600	agrandrp
pparan2	Aran Linvail	Slot 608	agrandrb
ppbhaal	Bhaal	Slot 608	agrandbr
ppbodhi4	Bodhi	Slot 592	agrandrb
ppcowled	Perth the Adept	Slot 608	agrandbr
ppdel	Del	Slot 592	agrandrb
ppdemon	Demon	Slot 600	agrandrb
ppdesh	Desharik	Slot 592	agrandrb
ppdesh2	Desharik	Slot 592	agrandrb
ppdjinn	Genie	Slot 592	agrandbr
ppdjinn2	Noble Djinni	Slot 592	agrandbr
ppdoor	Pirate Door Guard	Slot 592	agrandbr
ppdra2	Dradeel	Slot 608	agrandrb
ppduel1	Andante	Slot 600	agrandrb
ppduel2	Dirbish the Black	Slot 600	agrandrb
ppduelc	Duel Coordinator	Slot 600	agrandbr
ppgith	Githyanki Captain	Slot 608	agrandrb
ppgithgi	Githyanki	Slot 608	agrandrb
ppgithma	Githyanki	Slot 608	agrandrb
ppgithwa	Githyanki	Slot 600	agrandbr
ppguard	Pirate	Slot 600	agrandrb
ppguard1	Kobold	Slot 592	agrandbr
ppguard2	Kobold	Slot 592	agrandrb
ppguard3	Kobold	Slot 592	agrandrb
ppguard4	Kobold Witch Doctor	Slot 592	agrandrb
ppguarda	Pirate	Slot 592	agrandrb
ppireni1	Coordinator	Slot 592	agrandbr
ppjoye	Dace Sontan	Slot 600	agrandbr
ppjoye2	Dace Apparition	Slot 584	agrandrb
pplackey	Pirate	Slot 592	agrandbr
ppldr01	Pirate Leader	Slot 600	agrandrb
pplove	Algor	Slot 600	agrandrb
ppmag01	Pirate Mage	Slot 600	agrandbr
ppmind01	Ulitharid	Slot 592	agrandlx
ppmur	Murderer	Slot 592	agrandbr
ppnab01	Nabassu	Slot 592	agrandbr
ppnab02	Nabassu	Slot 592	agrandbr
ppnab03	Nabassu	Slot 592	agrandbr
ppnalj	Naljier Skal	Slot 600	agrandbr
ppnalj2	Naljier Skal	Slot 600	agrandrb
ppparis	Parisa	Slot 592	agrandrb
pppirate	Pirate	Slot 600	agrandrb
ppright	Dunbar	Slot 600	agrandbr
ppsaem	Saemon Havarian	Slot 600	agrandbr
ppsaem2	Saemon Havarian	Slot 600	agrandbr
ppsaem3	Saemon Havarian	Slot 600	agrandbr
ppsail01	Pirate	Slot 592	agrandrb
ppsail02	Pirate	Slot 608	agrandbr
ppsail03	Pirate	Slot 600	agrandrb
ppsailor	Sailor	Slot 592	agrandrb
ppsanik	Sanik	Slot 600	agrandrb
ppsha	Saemon Havarian	Slot 600	agrandrb
ppshad01	Shadow Thief	Slot 600	agrandbr
ppsime	Sime	Slot 592	agrandrb
ppsuna	Suna Seni	Slot 592	agrandrb
ppthf01	Pirate	Slot 592	agrandrb
ppthf02	Pirate	Slot 592	agrandbr
pptroll1	Spirit Troll	Slot 592	agrandbr
pptroll2	Spirit Troll	Slot 592	agrandsw
ppumb01	Priestess of Umberlee	Slot 592	agrandsr
ppumb02	Umber Hulk	Slot 592	agrandbr
ppvalen	Valen	Slot 592	agrandrb
ppwanev	Wanev	Slot 608	agrandrb
ppwanev2	Wanev	Slot 608	agrandlx
ppworker	Lonk the Sane	Slot 592	agrandbr
prelate	Prelate Wessalen	Slot 592	agrandbr
pride	Warder	Slot 592	agrandrb
pries10a	Zorl	Slot 592	agrandrb
pries10b	Zorl	Slot 592	agrandbr
pries10c	Zorl	Slot 592	agrandbr
pries12a	Zorl	Slot 592	agrandrb
pries12b	Zeela	Slot 592	agrandrb
pries12c	Zorl	Slot 592	agrandrb
pries18a	Zorl	Slot 592	agrandrb
pries18b	Zorl	Slot 592	agrandrb
pries18c	Zorl	Slot 592	agrandrb
pries6a	Zorl	Slot 592	agrandrb
pries6b	Zorl	Slot 592	agrandrb
pries6c	Zorl	Slot 592	agrandrb
pries8a	Zorl	Slot 592	agrandrp
pries8b	Zorl	Slot 592	agrandsr
pries8c	Zorl	Slot 592	agrandrb
prisong1	Prison Guard	Slot 592	agrandrb
prisong2	Prison Guard	Slot 592	agrandbr
prisonk1	Prison Keeper	Slot 592	agrandbr
prophelm	Shield Knight	Slot 608	agrandsw
prophet1	Prophet	Slot 608	agrandrb
prophet2	Prophet	Slot 608	agrandrb
prophet3	Prophet	Slot 608	agrandbr
prophet4	Prophet	Slot 608	agrandbr
proplat	Morning Knight	Slot 600	agrandrb
proptal	Storm Knight	Slot 608	agrandrb
psicere	Cerebrilith	Slot 584	agrandbr
psidark1	Mighty Dark Knight Lord	Slot 592	agrandbr
psidark2	Elite Dark Knight	Slot 592	agrandbr
psidark3	Elite Dark Knight	Slot 592	agrandrb
psion1	Psion	Slot 584	agrandea
psion2	Psion	Slot 592	agrandrb
psion3	Andragore	Slot 600	agrandrb
psion4	Andragore	Slot 592	agrandbr
psiwar1	Psion Warrior	Slot 584	agrandrb
psiwar2	Psion Warrior	Slot 592	agrandbr
psiwar3	Psion Warrior	Slot 584	agrandbr
ptagget	Tagget	Slot 592	agrandrb
pthral01	Thrall Leader	Slot 592	agrandbr
pthral02	Thrall	Slot 592	agrandbr
pthral03	Thrall Fighter	Slot 600	agrandrb
pthral04	Thrall	Slot 592	agrandbr
pthral05	Female Thrall	Slot 600	agrandrb
pthral07	Warden's Thrall	Slot 600	agrandrb
pthral08	Thrall	Slot 608	agrandbr
pthral09	Thrall	Slot 608	agrandrb
pthral10	Thrall	Slot 600	agrandbr
pthral11	Thrall	Slot 600	agrandbr
pwarden	Warden	Slot 600	agrandrb
pwauk1	Counter Carravis	Slot 592	agrandrp
pwauk2	Haletlatess Jillian	Slot 608	agrandrb
pwyvv01	Wyvern	Slot 608	agrandrb
qcaptain	Carlon Lendras	Slot 592	agrandbr
qcirc03	Circus Performer	Slot 592	agrandrb
qloot1	Hurgan	Slot 592	agrandbr
qloot2	Makan	Slot 600	agrandbr
qloot3	Chobenhair	Slot 592	agrandbr
qloot4	Laras	Slot 592	agrandbr
quadkid1	Reno	Slot 592	agrandbr
quadkid2	Marco	Slot 592	agrandbr
quadkid3	Keris	Slot 592	agrandrb
quadtol1	Giant Troll	Slot 600	agrandrb
quatar	Quataris	Slot 600	agrandbr
queen	Queen	Slot 584	agrandbr
quint	Quint Roenall	Slot 592	agrandrb
r800001	Reingard	Slot 592	agrandbr
r800002	Norin	Slot 592	agrandrb
r800003	Ronar	Slot 592	agrandsw
r800004	Rugnar	Slot 592	agrandbr
r800005	Hammel	Slot 592	agrandrb
raelis	Raelis Shai	Slot 600	agrandbr
rakmah01	Maharajah	Slot 600	agrandbr
rakraj01	Rajah	Slot 600	agrandrb
rakruh01	Ruhk	Slot 600	agrandbr
raksha01	Rakshasa	Slot 600	agrandbr
ralej	Rayic Gethras	Slot 592	agrandrb
rance	Statue	Slot 600	agrandrb
ravager	The Ravager	Slot 592	agrandlx
razak01	Rezak the Arms Master	Slot 592	agrandbr
re_anne	Anne	Slot 592	agrandea
re_carl	Carlos	Slot 592	agrandrb
re_carl1	Thug	Slot 592	agrandbr
re_carl2	Thug	Slot 592	agrandea
re_chand	Chandra	Slot 592	agrandrb
re_dryad	Dryad	Slot 592	agrandrb
re_isab	Isabelle	Slot 608	agrandrb
re_lais	Lais	Slot 592	agrandbr
re_mekrn	Dryad	Slot 592	agrandrb
re_mit	Mit	Slot 592	agrandrb
re_noob	Noober	Slot 600	agrandrb
